currentDate,customerCode,sla
2019-01-01,372301,1.0
2019-01-01,215,0.0
2019-01-01,2581,0.0
2019-01-01,3363,0.0
2019-01-01,8068,0.0
2019-01-01,87520,0.0
2019-01-01,900995,0.0
2019-01-01,39159,0.0
2019-01-01,797391,0.0
2019-01-02,797391,0.0
2019-01-02,39159,0.0
2019-01-02,87520,0.7209302325581395
2019-01-02,8068,0.3783783783783784
2019-01-02,900995,1.0
2019-01-02,2581,1.0
2019-01-02,215,0.7653631284916201
2019-01-02,372301,0.6491935483870968
2019-01-02,3363,0.9618320610687023
2019-01-03,797391,0.0
2019-01-03,39159,1.0
2019-01-03,900995,0.75
2019-01-03,87520,0.7309644670050761
2019-01-03,8068,0.4438202247191011
2019-01-03,2581,1.0
2019-01-03,215,0.8083832335329342
2019-01-03,372301,0.6551724137931034
2019-01-03,3363,0.9516728624535316
2019-01-04,87520,0.7243401759530792
2019-01-04,797391,0.0
2019-01-04,39159,1.0
2019-01-04,8068,0.43462897526501765
2019-01-04,900995,0.8
2019-01-04,2581,0.978021978021978
2019-01-04,372301,0.6532846715328468
2019-01-04,3363,0.9639175257731959
2019-01-04,215,0.818
2019-01-05,372301,0.660455486542443
2019-01-05,215,0.8185328185328186
2019-01-05,2581,0.978021978021978
2019-01-05,3363,0.964824120603015
2019-01-05,87520,0.7412587412587412
2019-01-05,900995,0.8
2019-01-05,39159,1.0
2019-01-05,797391,0.0
2019-01-05,8068,0.4520547945205479
2019-01-06,797391,0.0
2019-01-06,87520,0.7602591792656588
2019-01-06,39159,1.0
2019-01-06,900995,0.8
2019-01-06,8068,0.4520547945205479
2019-01-06,2581,0.978021978021978
2019-01-06,215,0.8187022900763359
2019-01-06,372301,0.6586073500967118
2019-01-06,3363,0.9650872817955112
2019-01-07,797391,0.0
2019-01-07,39159,1.0
2019-01-07,900995,0.8888888888888888
2019-01-07,87520,0.7672413793103449
2019-01-07,8068,0.45910290237467016
2019-01-07,2581,0.9833333333333333
2019-01-07,215,0.8342696629213483
2019-01-07,372301,0.6585760517799353
2019-01-07,3363,0.9695817490494296
2019-01-08,900995,0.9
2019-01-08,797391,0.0
2019-01-08,39159,0.9545454545454546
2019-01-08,87520,0.7626404494382022
2019-01-08,215,0.8375
2019-01-08,3363,0.9677914110429447
2019-01-08,2581,0.9857142857142858
2019-01-08,8068,0.4634146341463415
2019-01-08,372301,0.6740403383214053
2019-01-09,39159,0.972972972972973
2019-01-09,900995,0.9047619047619048
2019-01-09,87520,0.7651966626936829
2019-01-09,8068,0.46828358208955223
2019-01-09,797391,0.0
2019-01-09,2581,0.9805194805194806
2019-01-09,215,0.8314500941619586
2019-01-09,372301,0.6805251641137856
2019-01-09,3363,0.9638242894056848
2019-01-10,797391,0.0
2019-01-10,39159,0.94
2019-01-10,900995,0.92
2019-01-10,87520,0.7530737704918032
2019-01-10,8068,0.4482758620689655
2019-01-10,2581,0.9775280898876404
2019-01-10,215,0.8218527315914489
2019-01-10,372301,0.6766666666666666
2019-01-10,3363,0.9633333333333334
2019-01-11,87520,0.7489063867016623
2019-01-11,39159,0.9491525423728814
2019-01-11,900995,0.8666666666666667
2019-01-11,8068,0.42758620689655175
2019-01-11,797391,1.0
2019-01-11,2581,0.9711538461538461
2019-01-11,372301,0.6663903854123497
2019-01-11,3363,0.9646271510516252
2019-01-11,215,0.81875
2019-01-12,372301,0.6652410575427683
2019-01-12,215,0.8179329226557153
2019-01-12,2581,0.9711538461538461
2019-01-12,3363,0.9652255639097744
2019-01-12,87520,0.7528548123980424
2019-01-12,900995,0.8666666666666667
2019-01-12,39159,0.95
2019-01-12,797391,1.0
2019-01-12,8068,0.4264099037138927
2019-01-13,797391,1.0
2019-01-13,87520,0.7552334943639292
2019-01-13,39159,0.9508196721311475
2019-01-13,900995,0.8666666666666667
2019-01-13,8068,0.4264099037138927
2019-01-13,2581,0.9711538461538461
2019-01-13,215,0.8205645161290323
2019-01-13,372301,0.665406427221172
2019-01-13,3363,0.9645522388059702
2019-01-14,797391,1.0
2019-01-14,39159,0.9176470588235294
2019-01-14,900995,0.875
2019-01-14,87520,0.7578947368421053
2019-01-14,8068,0.42908653846153844
2019-01-14,2581,0.9683257918552036
2019-01-14,215,0.8085351787773933
2019-01-14,372301,0.669435790931118
2019-01-14,3363,0.9647718174539631
2019-01-15,900995,0.8571428571428571
2019-01-15,797391,1.0
2019-01-15,39159,0.8962264150943396
2019-01-15,87520,0.7543493389004872
2019-01-15,215,0.8099385245901639
2019-01-15,3363,0.963924963924964
2019-01-15,372301,0.6635543106131342
2019-01-15,8068,0.4226254002134472
2019-01-15,2581,0.9531914893617022
2019-01-16,372301,0.6658038538970377
2019-01-16,215,0.8091709124594719
2019-01-16,2581,0.9482071713147411
2019-01-16,3363,0.9635761589403974
2019-01-16,8068,0.4262135922330097
2019-01-16,87520,0.7524053880692751
2019-01-16,900995,0.875
2019-01-16,39159,0.8561151079136691
2019-01-16,797391,1.0
2019-01-17,797391,1.0
2019-01-17,39159,0.8466257668711656
2019-01-17,900995,0.8852459016393442
2019-01-17,87520,0.7456087219866747
2019-01-17,215,0.8059265442404007
2019-01-17,3363,0.963302752293578
2019-01-17,2581,0.9518518518518518
2019-01-17,372301,0.6724675324675324
2019-01-17,8068,0.43674176776429807
2019-01-18,87520,0.7436043206367254
2019-01-18,39159,0.8548387096774194
2019-01-18,900995,0.8923076923076924
2019-01-18,8068,0.4470774091627172
2019-01-18,797391,1.0
2019-01-18,2581,0.9512195121951219
2019-01-18,215,0.8034901365705615
2019-01-18,372301,0.6738032234784701
2019-01-18,3363,0.9634214969048959
2019-01-19,797391,1.0
2019-01-19,39159,0.8563829787234043
2019-01-19,900995,0.8923076923076924
2019-01-19,87520,0.7510799136069114
2019-01-19,215,0.8024042073628851
2019-01-19,3363,0.9636261891438165
2019-01-19,2581,0.9512195121951219
2019-01-19,8068,0.44854673998428907
2019-01-19,372301,0.6715515236101419
2019-01-20,39159,0.8571428571428571
2019-01-20,900995,0.8939393939393939
2019-01-20,87520,0.7518796992481203
2019-01-20,797391,1.0
2019-01-20,8068,0.44854673998428907
2019-01-20,2581,0.9512195121951219
2019-01-20,215,0.8035847647498133
2019-01-20,372301,0.6729014598540146
2019-01-20,3363,0.9638084632516704
2019-01-21,797391,1.0
2019-01-21,39159,0.848780487804878
2019-01-21,900995,0.8970588235294118
2019-01-21,87520,0.7543679342240494
2019-01-21,3363,0.9629817444219066
2019-01-21,2581,0.9467787114845938
2019-01-21,215,0.8023619312261202
2019-01-21,372301,0.6713211600429646
2019-01-21,8068,0.4419284149013879
2019-01-22,797391,1.0
2019-01-22,39159,0.851528384279476
2019-01-22,900995,0.8767123287671232
2019-01-22,87520,0.750484496124031
2019-01-22,8068,0.4435374149659864
2019-01-22,2581,0.9402597402597402
2019-01-22,215,0.8001306335728282
2019-01-22,372301,0.6682760008046671
2019-01-22,3363,0.960075152653828
2019-01-23,39159,0.846441947565543
2019-01-23,900995,0.8701298701298701
2019-01-23,87520,0.7452830188679245
2019-01-23,8068,0.4411384217335058
2019-01-23,797391,0.9285714285714286
2019-01-23,2581,0.9362745098039216
2019-01-23,215,0.7985235312211627
2019-01-23,372301,0.665293126053568
2019-01-23,3363,0.9590127809607757
2019-01-24,797391,0.9285714285714286
2019-01-24,39159,0.8484848484848485
2019-01-24,900995,0.8536585365853658
2019-01-24,87520,0.741415854175498
2019-01-24,8068,0.43327239488117003
2019-01-24,2581,0.9363207547169812
2019-01-24,215,0.7979710144927536
2019-01-24,372301,0.6660736523750223
2019-01-24,3363,0.9581414817915446
2019-01-25,87520,0.7375601926163724
2019-01-25,39159,0.8449367088607594
2019-01-25,900995,0.8111111111111111
2019-01-25,8068,0.4392470051340559
2019-01-25,797391,0.9333333333333333
2019-01-25,2581,0.9365079365079365
2019-01-25,372301,0.661504424778761
2019-01-25,3363,0.959019686621133
2019-01-25,215,0.800656275635767
2019-01-26,372301,0.663795958926797
2019-01-26,215,0.8000544069640914
2019-01-26,2581,0.9365079365079365
2019-01-26,3363,0.9592163134746101
2019-01-26,87520,0.7406542056074766
2019-01-26,900995,0.8111111111111111
2019-01-26,39159,0.84375
2019-01-26,797391,0.9333333333333333
2019-01-26,8068,0.4395667046750285
2019-01-27,797391,0.9333333333333333
2019-01-27,87520,0.7423833397608948
2019-01-27,39159,0.8442367601246106
2019-01-27,900995,0.8111111111111111
2019-01-27,8068,0.4395667046750285
2019-01-27,2581,0.9365079365079365
2019-01-27,215,0.8004344284550639
2019-01-27,372301,0.6654676258992805
2019-01-27,3363,0.9589150378938971
2019-01-28,797391,0.9333333333333333
2019-01-28,39159,0.847457627118644
2019-01-28,900995,0.8043478260869565
2019-01-28,87520,0.745575221238938
2019-01-28,8068,0.4410339256865913
2019-01-28,2581,0.9384615384615385
2019-01-28,215,0.8015404364569961
2019-01-28,372301,0.6639549436795995
2019-01-28,3363,0.9595050618672666
2019-01-29,900995,0.8061224489795918
2019-01-29,797391,0.9375
2019-01-29,39159,0.8471849865951743
2019-01-29,87520,0.7470651013874067
2019-01-29,8068,0.44455747711088506
2019-01-29,3363,0.9580795413830169
2019-01-29,2581,0.9389473684210526
2019-01-29,215,0.8002926115581566
2019-01-29,372301,0.6628708420737189
2019-01-30,39159,0.8430379746835444
2019-01-30,900995,0.8058252427184466
2019-01-30,87520,0.7462635869565217
2019-01-30,8068,0.44273339749759383
2019-01-30,797391,0.9411764705882353
2019-01-30,2581,0.9414141414141414
2019-01-30,215,0.7999534233814625
2019-01-30,372301,0.6597894137734776
2019-01-30,3363,0.9596774193548387
2019-01-31,797391,0.9411764705882353
2019-01-31,39159,0.8251748251748252
2019-01-31,900995,0.8058252427184466
2019-01-31,87520,0.7484522645812969
2019-01-31,8068,0.44321329639889195
2019-01-31,2581,0.9392156862745098
2019-01-31,215,0.8009310574152073
2019-01-31,372301,0.6590132567992346
2019-01-31,3363,0.9606705351386202
2019-02-01,87520,0.7946428571428571
2019-02-01,39159,0.35714285714285715
2019-02-01,900995,0.8571428571428571
2019-02-01,8068,0.41284403669724773
2019-02-01,797391,1.0
2019-02-01,2581,0.9836065573770492
2019-02-01,372301,0.5979381443298969
2019-02-01,3363,0.9701492537313433
2019-02-01,215,0.8095238095238095
2019-02-02,372301,0.6
2019-02-02,215,0.8008130081300813
2019-02-02,2581,0.9836065573770492
2019-02-02,3363,0.9716312056737588
2019-02-02,87520,0.8042328042328042
2019-02-02,900995,0.8571428571428571
2019-02-02,39159,0.3939393939393939
2019-02-02,797391,1.0
2019-02-02,8068,0.4336283185840708
2019-02-03,797391,1.0
2019-02-03,87520,0.7981220657276995
2019-02-03,39159,0.3939393939393939
2019-02-03,900995,0.875
2019-02-03,8068,0.4336283185840708
2019-02-03,2581,0.9836065573770492
2019-02-03,215,0.80078125
2019-02-03,372301,0.6351351351351351
2019-02-03,3363,0.971830985915493
2019-02-04,797391,1.0
2019-02-04,39159,0.4
2019-02-04,900995,0.9166666666666666
2019-02-04,87520,0.8078078078078078
2019-02-04,8068,0.4528301886792453
2019-02-04,2581,0.9726027397260274
2019-02-04,215,0.7770114942528735
2019-02-04,372301,0.6604708798017348
2019-02-04,3363,0.9540983606557377
2019-02-05,900995,0.8125
2019-02-05,797391,0.8571428571428571
2019-02-05,39159,0.43902439024390244
2019-02-05,87520,0.8065217391304348
2019-02-05,8068,0.46875
2019-02-05,3363,0.954954954954955
2019-02-05,2581,0.9666666666666667
2019-02-05,215,0.7794612794612794
2019-02-05,372301,0.6580587711487088
2019-02-06,39159,0.5087719298245614
2019-02-06,900995,0.7142857142857143
2019-02-06,87520,0.8068965517241379
2019-02-06,8068,0.44527363184079605
2019-02-06,797391,0.8571428571428571
2019-02-06,2581,0.9711538461538461
2019-02-06,215,0.7787723785166241
2019-02-06,372301,0.6481609993060374
2019-02-06,3363,0.9505766062602965
2019-02-07,797391,0.8571428571428571
2019-02-07,39159,0.5616438356164384
2019-02-07,900995,0.6818181818181818
2019-02-07,87520,0.7980769230769231
2019-02-07,8068,0.43737166324435317
2019-02-07,2581,0.9666666666666667
2019-02-07,215,0.7719475277497477
2019-02-07,372301,0.632630410654828
2019-02-07,3363,0.958656330749354
2019-02-08,87520,0.7979094076655052
2019-02-08,39159,0.6
2019-02-08,900995,0.6666666666666666
2019-02-08,8068,0.4397163120567376
2019-02-08,797391,0.8571428571428571
2019-02-08,2581,0.9586206896551724
2019-02-08,372301,0.6343424787133396
2019-02-08,3363,0.9608695652173913
2019-02-08,215,0.7680543755310111
2019-02-09,372301,0.6380051590713671
2019-02-09,215,0.7704507512520868
2019-02-09,2581,0.9594594594594594
2019-02-09,3363,0.9611650485436893
2019-02-09,87520,0.8021505376344086
2019-02-09,900995,0.6666666666666666
2019-02-09,39159,0.5965909090909091
2019-02-09,797391,0.8571428571428571
2019-02-09,8068,0.4421052631578947
2019-02-10,797391,0.8571428571428571
2019-02-10,87520,0.7997870074547391
2019-02-10,39159,0.5965909090909091
2019-02-10,900995,0.6666666666666666
2019-02-10,8068,0.4421052631578947
2019-02-10,2581,0.96
2019-02-10,215,0.771594684385382
2019-02-10,372301,0.6388888888888888
2019-02-10,3363,0.9612903225806452
2019-02-11,797391,0.8571428571428571
2019-02-11,39159,0.5969387755102041
2019-02-11,900995,0.65625
2019-02-11,87520,0.7996146435452793
2019-02-11,8068,0.4203338391502276
2019-02-11,2581,0.9636363636363636
2019-02-11,215,0.7660485021398002
2019-02-11,372301,0.6465804066543438
2019-02-11,3363,0.9603321033210332
2019-02-12,87520,0.7975673327541268
2019-02-12,797391,0.8571428571428571
2019-02-12,39159,0.6108949416342413
2019-02-12,8068,0.42392717815344605
2019-02-12,900995,0.6666666666666666
2019-02-12,2581,0.9567567567567568
2019-02-12,3363,0.9594370860927153
2019-02-12,215,0.7629768605378362
2019-02-12,372301,0.6405589860253493
2019-02-13,39159,0.6221498371335505
2019-02-13,900995,0.65
2019-02-13,87520,0.7993680884676145
2019-02-13,8068,0.41156462585034015
2019-02-13,797391,0.8571428571428571
2019-02-13,2581,0.949238578680203
2019-02-13,215,0.7642777155655095
2019-02-13,372301,0.6374821173104435
2019-02-13,3363,0.9568397951719093
2019-02-14,797391,0.875
2019-02-14,39159,0.638961038961039
2019-02-14,900995,0.6428571428571429
2019-02-14,87520,0.8045325779036827
2019-02-14,8068,0.40797546012269936
2019-02-14,2581,0.9441860465116279
2019-02-14,215,0.7654822335025381
2019-02-14,372301,0.6382645060115003
2019-02-14,3363,0.9573490813648294
2019-02-15,87520,0.8027796161482462
2019-02-15,39159,0.6478555304740407
2019-02-15,900995,0.6122448979591837
2019-02-15,8068,0.4103730664240218
2019-02-15,797391,0.8888888888888888
2019-02-15,2581,0.953405017921147
2019-02-15,372301,0.6292484442316898
2019-02-15,3363,0.959904248952723
2019-02-15,215,0.7648648648648648
2019-02-16,372301,0.6276595744680851
2019-02-16,215,0.7659101023587005
2019-02-16,2581,0.953405017921147
2019-02-16,3363,0.9602845287492591
2019-02-16,87520,0.8039718129404229
2019-02-16,900995,0.6122448979591837
2019-02-16,39159,0.6478555304740407
2019-02-16,797391,0.8888888888888888
2019-02-16,8068,0.41304347826086957
2019-02-17,797391,0.8888888888888888
2019-02-17,87520,0.8045830681094844
2019-02-17,39159,0.6494382022471911
2019-02-17,900995,0.6122448979591837
2019-02-17,8068,0.41304347826086957
2019-02-17,2581,0.953405017921147
2019-02-17,215,0.766740576496674
2019-02-17,372301,0.6299069661901521
2019-02-17,3363,0.9604952830188679
2019-02-18,797391,0.8888888888888888
2019-02-18,39159,0.6450381679389313
2019-02-18,900995,0.6274509803921569
2019-02-18,87520,0.812128418549346
2019-02-18,8068,0.4191666666666667
2019-02-18,2581,0.9491525423728814
2019-02-18,215,0.7664646464646465
2019-02-18,372301,0.6321034775233249
2019-02-18,3363,0.9587404994571118
2019-02-19,87520,0.817239498090562
2019-02-19,39159,0.6291946308724832
2019-02-19,797391,0.9230769230769231
2019-02-19,8068,0.4239877769289534
2019-02-19,900995,0.6363636363636364
2019-02-19,2581,0.953416149068323
2019-02-19,372301,0.6290830381739473
2019-02-19,3363,0.9575971731448764
2019-02-19,215,0.7700810611643331
2019-02-20,372301,0.6336270190895742
2019-02-20,215,0.7728653391832602
